Campaign_ID,Date,Ad_Type,Clicks,Impressions,Conversions,CTR (Click-Through Rate),Conversion_Rate,Revenue_Created,Cost,Owner,Likes,Dislikes,Fraud,Title
566,2023-10-26,Social,979,8298,48,5.90%,7.41%,597,158,0xF988800452611DE2639C5C48FA9F4E7FE4B4903E,811,745,0,Education
567,2023-10-27,Social,461,4927,38,4.67%,9.17%,939,242,0x9BAA255173CD480EC49B86E7ABFCA775BCAE325F,513,607,0,Environment
568,2023-10-28,Display,318,3001,37,5.68%,5.24%,835,320,0xA6A9B83D005587B819D2E6C74AFEFE61D527B920,93,379,0,Sports
569,2023-10-29,Display,290,2728,44,8.32%,7.91%,596,82,0xB428A98FCF31EC19836E89D0A0674000E8F54C5A,95,158,1,Sports
570,2023-10-30,Display,681,8802,48,5.69%,8.59%,991,323,0x25003D2B0BCE7BF13B12B85F7DB6D5536227669E,583,749,1,Shelter
571,2023-10-1,Social,251,9747,50,5.61%,4.43%,115,238,0x480ACC05D7D466F4564B9D812FCBEC28ED36EFAE,989,285,0,Health
572,2023-10-2,Search,830,2682,26,6.05%,7.73%,278,304,0xBD1343BC59E3B6C9E65E5CFA0DED5008A051465A,303,936,0,Education
573,2023-10-3,Display,463,7213,34,4.99%,2.63%,246,364,0x0DCE009D9BA994CCC1D6DEC8626B6CEF0177D13B,208,110,0,Education
574,2023-10-4,Search,495,6640,49,5.62%,2.39%,227,72,0x18CFA8CC3F77F3619518EA8EC2B8BADFED6BB825,270,28,1,Health
575,2023-10-5,Search,337,5235,16,1.78%,9.29%,884,339,0xEC6385692FF0AF6F217614BBDA3B010517A96F39,957,866,1,Sports
576,2023-10-6,Display,359,3171,32,6.55%,3.67%,738,384,0xB4F04649F9F2E6571C62EAC2737926000DD4F28E,581,872,0,Education
577,2023-10-7,Search,292,2018,30,6.16%,7.82%,507,84,0x12E072416942FAAA571677CE648C3003A16E80BC,142,618,1,Environment
578,2023-10-8,Search,388,2266,17,8.81%,1.41%,785,451,0x1946B4F64E1A6F26F9489E6684841C0EE724CF5C,167,482,1,Health
579,2023-10-9,Display,179,7707,43,2.31%,6.73%,448,209,0x96CA35709B538729CD2644E4409B425439F793A8,272,668,0,Health
580,2023-10-10,Display,155,5831,19,2.13%,2.20%,978,180,0x48E0A24E1DDD4ABB373AC512BECE00ADDB9BA19E,217,974,0,Health
581,2023-10-11,Social,395,9719,32,9.89%,5.10%,531,134,0x949F27206C9CE28F1E5D3A89ED4705D9AA2392DD,346,145,1,Health
582,2023-10-12,Display,225,5043,40,2.75%,6.86%,718,444,0xC89486E30E8AA572884709359565C11475BCD0E7,880,23,1,Sports
583,2023-10-13,Display,130,6335,41,7.04%,2.56%,264,455,0x3500CFA8AECB9298F8ADB299E5347D48D7AF28CC,449,270,0,Food
584,2023-10-14,Display,532,4469,40,2.89%,4.20%,709,484,0x4F4F4F35EFF5407135068D4E80E02C21535D8547,775,698,1,Education
585,2023-10-15,Social,100,8436,9,8.43%,8.59%,461,237,0xE4F186DC441D35B3A084A7C6EAA36944AE73439B,649,334,1,Shelter
586,2023-10-16,Social,541,9627,47,8.20%,5.28%,185,468,0x099121003AF6EF43B4F6A7A64706979C9E19DBB6,409,191,1,Food
587,2023-10-17,Social,370,2815,39,7.73%,5.05%,780,196,0x6008CA8C70FA1B0EE543ABB41E2A97C7F2320E12,993,964,0,Food
588,2023-10-18,Search,987,2350,10,4.35%,9.14%,645,267,0x6E780BC6B9ADC01489CCFAF3A2CC3C1D8489B7DF,664,274,1,Education
589,2023-10-19,Search,607,4049,17,3.75%,9.46%,492,231,0xED92A21AD303E2E80F47127891DC2BA48527FCF3,395,160,1,Health
590,2023-10-20,Social,374,6954,38,4.64%,7.10%,175,263,0xACAE589BDF9D1650A5B74877D26846C00AFA1FB4,767,52,1,Social Service
591,2023-10-21,Social,356,6861,44,9.24%,8.33%,331,399,0xC68242F836CD775E1B8049610F1FA61ECA9B9C69,536,749,0,Shelter
592,2023-10-22,Social,585,9306,39,2.60%,6.78%,361,267,0x5FCEBD695A31BC42A34CB6CDBF0143C9C0FA6572,208,941,0,Social Service
593,2023-10-23,Search,477,8549,11,6.99%,4.38%,353,106,0x03C63146980F315F47EC5CC50302375BC2A4FFA2,236,601,1,Health
594,2023-10-24,Social,606,7051,37,5.28%,9.43%,731,455,0xE681C59FDB7F2E64C9D54ACE7253D3E577802789,732,155,0,Health
595,2023-10-25,Social,192,4153,18,5.63%,9.71%,416,478,0x0777474837EAFEEDC78D3B3428A38BBF5819902A,852,838,0,Education
596,2023-10-26,Search,662,2763,45,6.24%,9.17%,554,70,0xBDD2CAC26B68249E1BCCED2918E02E34FAA26790,112,610,0,Shelter
597,2023-10-27,Display,147,6323,24,1.83%,6.31%,823,466,0xE221752CB18B1FAD77FA0A44C2288274F6DF7F99,787,35,0,Education
598,2023-10-28,Search,385,9134,44,7.36%,4.27%,632,81,0x442B2EDB26AB85684E283F30568397B224C25D32,519,118,1,Social Service
599,2023-10-29,Search,554,5461,8,3.52%,7.70%,335,381,0x5B54EB3D497F8AADEB5841E764237C21A42C6C77,585,925,1,Sports
600,2023-10-30,Display,823,6265,15,5.19%,8.06%,991,203,0xB416C8CB577F9A87604A90C7BEEE1723D9B37BAC,70,840,0,Food
601,2023-10-1,Social,918,5290,26,3.03%,8.26%,619,366,0xBD3D9D7F92C8A290E3361C3B9996000928EE8EAE,227,645,0,Food
602,2023-10-2,Search,438,9452,22,6.07%,7.89%,627,364,0x59F517A00B891C7C40016F14590412EFAF93DAF2,921,743,1,Environment
603,2023-10-3,Display,870,3704,32,6.30%,1.97%,995,422,0x38B2C194236DD0015E2F9E723F3F0C506A4D198B,402,914,0,Health
604,2023-10-4,Social,506,6220,11,8.53%,9.26%,603,189,0x1EE38880DAA101918F1F3EF32ABEC1F060DEBB9F,151,111,0,Shelter
605,2023-10-5,Search,645,2770,14,8.55%,2.61%,895,389,0x54F7D7211079120D03F49406B0CE087913563FBC,808,415,0,Shelter
606,2023-10-6,Social,377,7920,46,9.11%,3.65%,964,380,0xB1E3E3EA81AC55CD7CEC9139F6551703775A3B8F,121,317,0,Shelter
607,2023-10-7,Search,307,9541,47,6.67%,8.43%,239,140,0x05B2F4833268107C3DEFDD8E9E63892D1DC9E862,163,96,1,Environment
608,2023-10-8,Search,198,9340,24,3.19%,1.02%,576,154,0xC23A4C941985547726F523431B8005C3599BEE50,924,745,1,Environment
609,2023-10-9,Social,605,2446,40,8.75%,1.89%,193,454,0x4BB62DC047CA8D3B9C5049CA475FA59F90DF7BEC,477,263,0,Social Service
610,2023-10-10,Search,874,8649,43,3.44%,4.15%,330,408,0x2D0F800C074189A8F74ED09D2F57C8B98221253F,227,588,0,Environment
611,2023-10-11,Display,420,8752,33,9.32%,2.89%,870,495,0xF2D128CD22387D76DC0EFB0D435B7465AC587714,702,961,0,Education
612,2023-10-12,Social,702,6516,37,4.47%,9.97%,787,352,0x6D81E027D1F90FA1617C2134BCEE09623B7CC812,323,893,1,Social Service
613,2023-10-13,Display,387,3592,49,6.17%,1.57%,253,79,0xA192DF5460F8FFAC0132659BCAF80B503CAD2455,987,266,1,Environment
614,2023-10-14,Social,394,2900,33,2.66%,2.62%,746,230,0x0574F5940C4E6AD603A50D6D6D45BA786D8C4C5E,591,162,0,Education
615,2023-10-15,Social,791,5089,28,1.27%,7.58%,319,357,0xACD1157C2A7AF2A437931477067531B9E74696FA,204,322,0,Education
616,2023-10-16,Search,796,7767,17,6.99%,5.24%,888,79,0x7A5BAEF02AC1C07CFD614FCB936ECFE8D7AB7E66,787,870,0,Sports
617,2023-10-17,Social,442,5871,31,2.32%,7.63%,988,115,0xD950E6583A211BF4A108BAA52A05FE19393213F6,379,748,0,Sports
618,2023-10-18,Social,504,8869,38,5.18%,7.56%,299,278,0xF1BBB93D820068D2C57F22188A350641FA41E24B,897,487,1,Environment
619,2023-10-19,Search,826,6870,45,1.61%,4.38%,886,449,0x102C2586E7278D6F9FEDE2F9465147122C011AF1,143,721,0,Social Service
620,2023-10-20,Display,544,2429,49,7.97%,4.21%,638,324,0x99211E8A8A280AB1ACB1087B1CFC900112CEB15B,231,616,1,Sports
621,2023-10-21,Social,794,6043,26,8.63%,4.07%,341,454,0xA6F832B7716ADA9D84C1F510C9C2337D4D300373,378,4,1,Environment
622,2023-10-22,Display,415,7249,35,8.89%,2.38%,290,122,0xBAE15D86E99C0F8759BCC6BAAD8B03B326DE31E1,465,677,0,Sports
623,2023-10-23,Social,602,4836,33,3.26%,5.83%,379,53,0x301D48E92ABFA4A6CA1713D646FDCFB2C1429A70,180,658,1,Education
624,2023-10-24,Social,596,7724,27,4.57%,8.53%,588,196,0xFB94221BA2CF8D0AAE24779EA5D08207D53E28C2,114,888,1,Social Service
625,2023-10-25,Search,175,2622,44,9.31%,1.61%,623,308,0xCEE1F4DD02004FB72F412A821055082505FA111E,19,674,0,Health
626,2023-10-26,Search,974,7818,9,6.37%,7.39%,308,469,0xEDA39A62396150DD4DA8A7B955AD8CD30EFC0FA7,131,717,0,Shelter
627,2023-10-27,Display,991,3177,5,1.35%,1.47%,344,461,0xE058FD3387B95EB324D5BCEE3F880A9F796A7EFC,599,119,1,Sports
628,2023-10-28,Search,973,3119,18,5.94%,7.86%,567,170,0x3937E1E3CF1835BFF93EBD6D437B178EAF3CD07F,348,823,0,Social Service
629,2023-10-29,Search,999,9800,31,1.03%,8.07%,486,238,0x609C41DB7E5980C566A68FFA1D0AB0C5210C6305,126,0,1,Environment
630,2023-10-30,Display,895,7805,16,2.53%,7.84%,222,62,0x6FC33FD81041FB938821D26AC9D10BAF802508B2,999,207,0,Shelter
631,2023-10-1,Search,446,5172,40,9.68%,6.65%,198,444,0xA56198408DA47090C7963060C9738793BFC343D1,203,223,0,Food
632,2023-10-2,Search,286,2382,18,8.22%,7.83%,810,470,0x43CC9661F537A36530732D99A4F0774106601271,946,641,1,Sports
633,2023-10-3,Search,430,3622,49,3.19%,7.84%,265,418,0xD4CB79878091BF8A479F73DF5502A990B2DB35E2,864,883,1,Education
634,2023-10-4,Search,973,5874,50,6.33%,4.34%,244,242,0xF42A14D7E2742BA0156686EE935C29F09DD13B12,885,823,0,Food
635,2023-10-5,Social,130,8559,44,6.03%,8.73%,893,139,0x550A45DAA14ED766A59DE9D0B92FED3DB236AB65,861,315,1,Shelter
636,2023-10-6,Search,358,9775,18,1.51%,6.03%,497,115,0x90441E434B5D7D0051ACEF4DDD9EDCC7F7AE57E8,234,462,1,Social Service
637,2023-10-7,Search,912,2793,37,4.89%,4.49%,939,413,0x0533515C12CF0CA579CE4F10FEEB3614DAA907E2,287,778,1,Sports
638,2023-10-8,Search,956,7621,48,5.51%,4.93%,681,408,0x677801AD28D1A82A47F28239BD02A98456EF541B,897,497,0,Sports
639,2023-10-9,Display,119,4930,49,2.11%,8.67%,837,100,0xB3D94F9028BFCA56DB5C9A6A6F109E1DB51E6594,951,503,0,Environment
640,2023-10-10,Social,508,8609,34,7.14%,7.31%,580,224,0x5138E037BD245E03D43547B8CFD53173C6E359A0,793,770,0,Environment
641,2023-10-11,Display,389,9851,7,2.35%,6.23%,680,374,0xC85D13821B662F06E762116134E2AA9895344C56,186,288,1,Environment
642,2023-10-12,Search,185,8497,9,6.13%,6.24%,502,233,0x38A79136DDBE45E2E798A98ABE6BC0D43575E050,731,466,0,Health
643,2023-10-13,Display,856,9793,33,5.33%,5.91%,255,486,0xB2C307DA843881E167E7850A3C33D7217322FD5B,821,410,0,Social Service
644,2023-10-14,Display,312,8994,28,8.24%,6.75%,816,388,0xDFEAB60DE7CEBAEED5A02E83A57408AAB3165867,857,169,0,Environment
645,2023-10-15,Social,328,4345,8,3.99%,8.91%,415,434,0x260A26000315D5CDB3A893F18ECC9C02A90BAFCB,92,774,1,Environment
646,2023-10-16,Search,792,9804,41,3.11%,2.14%,527,106,0x2D86ABEF789D095BAAA44AD176F1A7433AB904A0,316,929,0,Social Service
647,2023-10-17,Display,756,4248,30,1.14%,4.13%,831,458,0x7F553FA49E1FE1AEA171DC6CD0C35D3F9FCD87EE,639,784,0,Sports
648,2023-10-18,Display,621,6559,31,2.39%,4.34%,452,240,0x91D941907F2F8F0AC8F28ACC480E9FAF7722B0BA,53,373,1,Social Service
649,2023-10-19,Display,390,6545,47,3.02%,3.20%,904,53,0x4BA79B386F499FBB0FCAAF70A44A405869B4C6EA,799,866,0,Environment
650,2023-10-20,Social,366,3444,13,7.92%,1.79%,484,377,0x261CEDCD602BB3E3A748A0770D140BA41158F379,414,249,1,Shelter
651,2023-10-21,Search,199,9684,28,3.73%,7.10%,397,472,0x8DE73545C2CF973308B72487833B0C487AD9F9D1,617,44,1,Sports
652,2023-10-22,Search,493,4565,16,9.94%,4.66%,946,368,0x932268448651539466FA555AEDB82761D13EDA79,699,465,0,Environment
653,2023-10-23,Social,428,7427,16,1.12%,7.68%,398,270,0x460E739FF8ACF6B8111D26C4D9F68FF9C30E73D4,487,291,1,Health
654,2023-10-24,Search,482,9718,8,4.37%,2.56%,171,215,0x3F3966BB3DA0CCF4A49D153A0106A56F74ADD399,296,570,1,Education
655,2023-10-25,Display,946,4788,7,5.63%,5.98%,599,329,0xEDAB2B0EC20272B9BBD9B2F05A95D534A988D658,759,173,0,Food
656,2023-10-26,Search,745,4215,43,3.89%,9.31%,917,485,0x040B9527EE2CC35AD27A89391324818E8F7F71D5,249,30,0,Food
657,2023-10-27,Social,302,6797,10,3.31%,8.42%,634,260,0x1EBCADCBABE83479581868EFF36B51CA0458ACB5,652,100,1,Environment
658,2023-10-28,Display,691,5659,33,2.79%,8.11%,163,309,0x1C5A8DE63946753E620F5FD997910F93EB635A5B,779,921,1,Environment
659,2023-10-29,Social,201,7167,21,7.68%,7.87%,220,486,0xD6A56D8AF046DAB0ACC7A81D651DBE66B6FF7E8B,434,432,1,Environment
660,2023-10-30,Search,783,4549,49,4.98%,7.09%,543,213,0xC0C46B9CE4B3BE736C858AD7386702AAFB8C1834,51,509,0,Shelter
661,2023-10-1,Search,259,6835,48,8.83%,6.17%,210,424,0x798FAA784CACEC6E2AE6BA7436B7E32D8417855B,276,795,1,Environment
662,2023-10-2,Display,633,3650,38,2.97%,9.32%,312,193,0xEC40F8FF3154ED4178C7883D29F49DF78726AD99,320,19,0,Environment
663,2023-10-3,Social,529,3976,18,4.87%,2.64%,894,492,0x1EAADD70C307149DF4FD5AF5FCD1BCAD98759A64,140,416,0,Education
664,2023-10-4,Search,285,8478,13,1.62%,7.57%,414,153,0x6260E62473EE67F9A1DDE30A48FCCB607C0CE75B,168,655,0,Food
665,2023-10-5,Search,194,5356,47,4.86%,8.00%,337,243,0xF91EF7BBAF114F8548B680F4BABBD7FC55D11993,681,269,1,Shelter
666,2023-10-6,Display,922,3008,25,9.15%,8.47%,825,475,0xC63ADD735305A7E3FE82B2A63555CEBA792B2035,67,644,1,Shelter
667,2023-10-7,Search,651,4742,17,5.02%,6.15%,311,111,0xBB0CE67ADC2111ED24C87C68056AD6032C9BC61C,165,378,1,Environment
668,2023-10-8,Social,359,5445,43,5.96%,5.90%,350,159,0x9C966E94F4107327E34E984EECF2D9D3481CC5FA,672,743,0,Shelter
669,2023-10-9,Search,541,2524,27,10.00%,5.46%,656,269,0xEF4FBF8B7C0DC6F3A5E12354A08B553D793C462C,287,140,0,Health
670,2023-10-10,Search,996,3956,25,1.76%,3.66%,826,306,0x49C55741F3A6CCCBB91706873D43B03FE115E12C,509,763,1,Sports
671,2023-10-11,Search,442,4646,9,2.43%,9.08%,297,367,0x9BFC35AF29199A75358C0B75CC1A9F7E44F7BD01,105,257,1,Sports
672,2023-10-12,Display,204,9609,21,3.42%,7.57%,825,132,0x0CA328CF0729F834F72409623CF98B5303ABDF94,531,347,1,Social Service
673,2023-10-13,Search,109,5950,25,4.40%,8.38%,691,94,0x3ECC25A208FD89818440741A6275FBFEFCE7380E,289,560,0,Environment
674,2023-10-14,Search,750,2396,33,6.62%,8.73%,918,422,0x4C922F5990658BCA07181E634E2A92CC8DD5BDC3,457,105,0,Social Service
675,2023-10-15,Social,472,5089,46,1.56%,4.06%,585,181,0xCA31083039A36CD3B17C428515530289682351F7,374,942,1,Sports
676,2023-10-16,Social,367,4946,18,2.79%,4.93%,731,444,0x3C3E7F0EA6B3061D215A22A7F7691F82450479F9,690,703,0,Sports
677,2023-10-17,Display,244,9201,17,9.11%,4.69%,226,481,0xF48E90E82C3906FFFF052C3FF8ABA572965DC43D,337,104,0,Social Service
678,2023-10-18,Social,772,5513,29,2.50%,3.49%,730,473,0x5EC0AF17DE27E86E0A56FCD5309C8845C962C039,870,287,1,Environment
679,2023-10-19,Search,839,8179,22,8.21%,3.02%,795,295,0xB7E8705BC6BE4C6A526E2C4E1606AAB62C9B57B7,576,595,0,Food
680,2023-10-20,Search,987,3338,44,3.59%,9.42%,492,153,0x52ABD32F410D6DBC61149659F23CB72DD7CDAF4B,900,762,0,Food
681,2023-10-21,Search,487,3837,35,7.23%,4.73%,148,497,0xB6C340828E8C572BFB2E08B85A89E68DF1D8A268,872,166,1,Food
682,2023-10-22,Display,647,8671,26,6.88%,8.40%,195,62,0x820391AC8B57C3430E14E77E160F94FD446C3208,790,137,0,Education
683,2023-10-23,Display,418,9682,16,9.14%,9.74%,694,401,0xCD6766A8700033E6A366D72BF143E387395CFE55,450,385,1,Shelter
684,2023-10-24,Social,387,6258,23,6.18%,7.59%,479,50,0xE8E71D2255ECCF6FCE03A415FC9D93B22AB4EFEA,922,108,1,Sports
685,2023-10-25,Social,291,3298,50,4.42%,7.06%,311,204,0x10647BCFEC7D11462C174F7BB6980262067AF27C,423,236,1,Shelter
686,2023-10-26,Display,674,4721,33,9.83%,5.78%,289,467,0x70FEACC5A1721C4DD67530E78177C9E88B443D6B,1,751,0,Shelter
687,2023-10-27,Search,156,7462,12,1.19%,7.50%,657,249,0xFEDD074923E72EA277D0884ACB0FB660761A8020,48,170,1,Environment
688,2023-10-28,Display,392,3715,35,3.09%,6.07%,582,268,0xABEB425935516A68F80C075B1D972E6BBD11BDC3,903,507,0,Food
689,2023-10-29,Search,770,6310,8,2.68%,5.42%,888,208,0xA3E4265365BFDACD6245B59359E8D9D3DD2B81E9,90,681,0,Shelter
690,2023-10-30,Social,284,6097,34,9.01%,1.40%,948,238,0xBC6F9C565D0FCF9C51B9ED1419925EC4F53D32AB,759,326,0,Shelter
691,2023-10-1,Display,544,4156,25,5.20%,1.38%,916,73,0x6C3C697EECFA73397F3CE3E5F903FF36CA744F4B,89,333,0,Environment
692,2023-10-2,Search,711,9054,30,1.30%,4.42%,536,469,0xB76B4C6EFB12DAC29ECB23D91B5F3C56F474DF56,763,641,0,Environment
693,2023-10-3,Search,166,7434,24,9.56%,7.10%,192,308,0x2A4A7FC5723C4F80ED4117E21764CC93137B454A,782,529,1,Social Service
694,2023-10-4,Social,245,6585,36,4.49%,5.93%,572,428,0x1E95F1A519AB827030D3F03690C6935B2017A3CD,606,455,1,Sports
695,2023-10-5,Display,251,5590,34,8.56%,9.86%,534,213,0xA6C429A03E113AE0D91F8A2BEF934850D558E619,436,640,0,Social Service
696,2023-10-6,Search,598,3045,17,6.93%,6.11%,338,282,0xFB6E481189DE9378CE7F8F7588DE10E9DC02C484,429,335,0,Health
697,2023-10-7,Social,863,2957,20,9.62%,6.31%,250,473,0x8797EFF1883BD783B965658A550BF7CCC660E15C,533,333,0,Social Service
698,2023-10-8,Display,766,8620,22,2.75%,6.47%,269,55,0x38F8682A1F1F343265B2E4C2B6F62A09FBFBF5D3,730,257,0,Food
699,2023-10-9,Search,223,5098,30,4.70%,9.30%,212,268,0x07D8E7AFFC52FAA689435B8D677462AD0332C5B4,155,602,0,Food
700,2023-10-10,Display,527,3499,35,4.32%,8.97%,522,384,0xAA994C9B98733A181876853CE2BD7B49CB436B46,608,945,0,Health
701,2023-10-11,Social,393,9945,22,7.80%,9.53%,817,311,0xC3019AC493D5442923CD7D89646C12D63E600B22,851,573,0,Shelter
702,2023-10-12,Search,209,8222,48,8.70%,7.92%,403,61,0xF4D409F7A4851A85D3B5A8729A22896BDFE3A224,551,388,0,Social Service
703,2023-10-13,Social,759,9164,10,6.38%,1.10%,821,214,0x86D6C14C2E0FF9B6920E6B631E26EEB4FBD29494,322,855,1,Shelter
704,2023-10-14,Social,271,2315,28,7.68%,8.31%,875,373,0x4F4D811BC44408F88C65027D360AF6D8971C45CE,118,675,0,Health
705,2023-10-15,Social,977,9269,18,4.76%,1.60%,440,96,0x5B2364D84DCDD5ECE47829AD20F3F7FF8BC002D0,241,506,0,Education
706,2023-10-16,Display,313,8540,49,2.68%,9.49%,666,500,0x73A78D6387EA72D969D9F007F4502FF27DD543AD,26,582,1,Health
707,2023-10-17,Display,161,9597,8,3.71%,3.90%,481,282,0xE5716337EFE51955B5D00D37C181630EAC01DA44,669,406,0,Shelter
708,2023-10-18,Search,997,9393,24,7.26%,7.17%,315,475,0x67577D2754C1E58775346714A8132C9AF32600D6,958,810,0,Health
709,2023-10-19,Display,908,9478,30,5.08%,3.95%,527,196,0x8693DD33AD9D527A46236CCB544E319165AA5B89,388,290,0,Education
710,2023-10-20,Search,645,4952,31,8.20%,9.94%,490,55,0x17DBE14B4B39F66A601CC11EC183D38583B29EAA,68,999,0,Sports
711,2023-10-21,Search,570,3207,48,6.53%,2.54%,622,272,0x1CFF3B3848B8314F79F5D6D989235349B4776E0B,506,896,1,Sports
712,2023-10-22,Search,820,4713,10,8.16%,2.08%,118,287,0xFF2ACB3A4F0F823C469B42DEB56D71FC99588AB5,248,115,0,Social Service
713,2023-10-23,Search,446,6342,31,8.02%,4.94%,220,73,0x90D3DB563B7A0BEA7AF1644B69EBCC51A59E86F8,199,391,0,Education
714,2023-10-24,Social,780,9247,28,2.41%,5.99%,385,443,0xA0CF8EE2D8443740A75D0C2A44A7E139EF813F74,956,451,1,Health
715,2023-10-25,Display,506,6776,9,4.23%,2.43%,934,104,0x91A4353E417633C2148738542BBC20816BEDF24B,824,612,1,Sports
716,2023-10-26,Social,608,2165,28,9.69%,1.16%,233,383,0x1E811A8D519E49A9AED9B7B4618425C621B2635E,192,782,0,Food
717,2023-10-27,Display,741,9870,17,4.09%,3.53%,270,300,0xB54605087C2B962DDD6CACBE015FA926ACF74AC5,396,602,1,Environment
718,2023-10-28,Social,948,5188,34,8.65%,8.89%,129,415,0x8E16D535251440FB58F04F10454FFF839CD70423,744,79,1,Health
719,2023-10-29,Display,262,8645,7,5.96%,5.93%,350,489,0x35303C07E6FAF4501BC7233EA576044FBF6D26A4,991,43,0,Social Service
720,2023-10-30,Social,244,5801,28,9.58%,7.13%,552,488,0x8F54CB53AF768F490C37EB0341F219746BBF788C,948,693,1,Health
721,2023-10-1,Search,302,5020,24,2.50%,3.37%,455,180,0xD7B5DD795244D3CB4F03FB78E6BB0659D54EA082,239,918,0,Shelter
722,2023-10-2,Social,785,9336,8,9.44%,4.93%,850,369,0xCB97D01565191DE3B04917FF97604C57681AE561,844,339,1,Social Service
723,2023-10-3,Search,434,4885,44,2.43%,3.15%,330,257,0xC9494371473F54A1DE28A3A554847FFB95FE7BF8,869,298,1,Environment
724,2023-10-4,Search,847,2703,47,9.51%,6.92%,630,455,0x58F342AE891A8493888782210DB5ACD75B0295E2,999,357,0,Food
725,2023-10-5,Search,316,7030,44,7.49%,1.44%,753,331,0xF3D2957B2BF67B628D9694E87B24843A20302249,73,859,0,Shelter
726,2023-10-6,Display,889,4564,14,1.50%,3.54%,702,339,0x38380FE345EAEEFDDD670CC49BFAB8A60D13D605,597,576,1,Education
727,2023-10-7,Social,850,8329,16,3.63%,5.80%,876,367,0xAEF42081D2E346923A08F094DAF4203BE18C2856,928,227,1,Education
728,2023-10-8,Search,707,8262,9,1.40%,3.58%,128,113,0x7E8DB4089C77DB57DA44954B7EC92E20307E8760,667,964,0,Social Service
729,2023-10-9,Social,619,9493,20,7.07%,9.28%,268,71,0x7F8BDF6DCC0675A7A053A2C2BA8E9EF41EDC7C01,398,918,0,Sports
730,2023-10-10,Search,440,5779,6,3.93%,1.84%,586,454,0x65CA70CE1BD5689C9E7B0FC9969B1F1E63A4D261,367,146,1,Environment
731,2023-10-11,Display,154,7679,28,7.11%,4.89%,787,171,0xA9BF48FA9B91FC5DFEA2DF98C93F254C123735BE,1000,718,1,Sports
732,2023-10-12,Social,287,9723,17,4.93%,1.46%,368,247,0x2C1FAC47249DB35F93E37C60C15C66861F541332,158,360,0,Health
733,2023-10-13,Display,659,6283,15,8.05%,7.99%,624,449,0xEDC6DFE8096C52D78452D2ACE16E82E4926090DF,137,376,0,Shelter
734,2023-10-14,Search,542,4058,20,6.50%,6.55%,711,50,0x1B1C85AD2226BDFAE059E1A8992DA7E1ABE02E43,792,3,0,Environment
735,2023-10-15,Social,150,5313,34,5.50%,1.52%,822,172,0x727193C213B173DC08A5B5D25C55D9E3E50706F8,505,756,0,Shelter
736,2023-10-16,Social,441,6700,38,4.24%,5.96%,139,334,0x8935CB4F51E638763F052A8D288E7BBD6251D38A,404,537,1,Education
737,2023-10-17,Display,706,9177,22,2.25%,5.44%,798,153,0xED52CE53F48108C84FCBF1F40E08C78D71650456,440,987,0,Environment
738,2023-10-18,Social,344,9799,30,6.00%,9.55%,895,476,0x012627252236044519336BA5FB4D79CEC4F82793,699,990,1,Social Service
739,2023-10-19,Social,178,3670,28,1.12%,6.75%,931,195,0x41248BFD83F5CED6E03056D8406A4139279BB2AA,413,681,1,Environment
740,2023-10-20,Social,209,4454,48,5.39%,3.63%,147,478,0xBCE618E9F7851B77E2471394BE3218349740E9E8,208,677,1,Health
741,2023-10-21,Display,266,5351,35,1.18%,2.29%,933,132,0x2C56D28EC099F126F7BB0A35861B8079D8A2994A,811,922,1,Social Service
742,2023-10-22,Display,672,3253,26,7.46%,3.25%,328,72,0x97B07751E0904A981260983E567D1DC76C03898D,177,787,0,Health
743,2023-10-23,Social,759,6101,21,9.20%,3.09%,297,263,0x5A78D0F7F011C4FE884906DF5CCEAECC70C45B05,872,688,0,Education
744,2023-10-24,Search,700,6278,12,8.23%,3.61%,866,183,0xC524D8E27C0EFEDEDC3DE2342FD10CBA6058270E,641,572,1,Shelter
745,2023-10-25,Display,152,9805,18,1.63%,1.23%,462,452,0xF0FA797F11756710DFF0EAF312D04C0B7D542DD4,809,184,1,Education
746,2023-10-26,Social,980,2321,50,8.49%,1.72%,480,333,0xA6F7F6E27F988302B452A573C9C860A6A0564BD2,74,272,1,Food
747,2023-10-27,Display,558,5368,25,9.74%,1.86%,725,309,0x8CFE76EBC6E2A0DBF01AD2E5F84F26EC7669F28A,624,484,0,Education
748,2023-10-28,Social,330,9123,15,7.66%,3.14%,751,300,0x4FC2F017D045BCB25965507B9F223AA95F427CA4,298,783,1,Environment
749,2023-10-29,Social,992,9498,20,5.06%,8.84%,741,469,0x16D712FEAAB0C3E346BF0462B28942CC650F9B2B,800,188,1,Food
750,2023-10-30,Social,250,5315,36,9.64%,9.60%,993,319,0x56CD7279137A4B860FAF64FCD4AD2F8600528218,142,712,1,Education
751,2023-10-1,Display,408,6877,14,3.34%,5.39%,475,133,0xACF2FF479B60C1A700D7DCC7B47C6EDF23E63EB6,880,982,1,Education
752,2023-10-2,Search,404,6281,40,1.54%,9.84%,425,266,0x8E2E48B09C8AE9DA52964DFD88DBB49FCBF8F5E1,263,853,1,Shelter
753,2023-10-3,Search,908,6846,49,3.33%,8.11%,504,436,0x1C506239351898D0DAE7F0A00799FB0CEC164F42,285,884,0,Shelter
754,2023-10-4,Display,844,4468,45,5.77%,5.31%,478,393,0xC24D33EA0CBE9EF6A2D5A7B3413CAC9658516852,386,88,1,Food
